(25.0, 0.0, 0.00013499691463825575, 1.00061224113741e-05, 0.0001349969867700296)
(25.0, 1.0, 0.0001349999994910443, 1.000002159701411e-05, 0.00013499998967561838)
(25.0, 10.0, 0.0001349999032172988, 1.0000108002392466e-05, 0.00013499998936379194)
(25.0, 11.0, 0.00013498989457372891, 1.0015740123531035e-05, 0.0001349992847749938)
(25.0, 12.0, 0.00013499920271198754, 1.0003429365936804e-05, 0.00013499935667390592)
(25.0, 13.0, 0.00013486256954885792, 1.0283696314238507e-05, 0.00013486000432864182)
(25.0, 14.0, 0.00013499483341177854, 1.0011226441322442e-05, 0.00013499929758941555)
(25.0, 15.0, 0.00013499997960318035, 1.000002169998353e-05, 0.00013499999921071668)
(25.0, 16.0, 0.0001349999485098224, 1.0000120742962867e-05, 0.00013499999620569887)
(25.0, 17.0, 0.00013498451469319526, 1.0031285590173632e-05, 0.00013498579807020038)
(25.0, 18.0, 0.00013499597472299503, 1.0007252153686172e-05, 0.00013499679960459377)
(25.0, 19.0, 0.00013499988858980947, 1.0000147838080534e-05, 0.00013499999017000465)
(25.0, 2.0, 0.0001349999884854558, 1.0000021319500423e-05, 0.00013499999040086778)
(25.0, 20.0, 0.0001349999679197536, 1.000004127452395e-05, 0.00013499999934811854)
(25.0, 21.0, 0.0001349250427398357, 1.015615344476948e-05, 0.00013492103566105042)
(25.0, 22.0, 0.00013499992391199315, 1.0000088291075039e-05, 0.00013499998828373416)
(25.0, 23.0, 0.00013499726790632279, 1.0005590208087088e-05, 0.00013499716386917968)
(25.0, 24.0, 0.00013499999276568895, 1.000012193468291e-05, 0.00013499997575897924)
(25.0, 25.0, 0.00013499799158174145, 1.00054079888464e-05, 0.00013499880676061575)
(25.0, 26.0, 0.0001349999900947291, 1.0000084297658164e-05, 0.00013499992636162677)
(25.0, 27.0, 0.0001349999995627059, 1.0000020886367413e-05, 0.00013499998569971078)
(25.0, 28.0, 0.00013499999938724428, 1.0000023019077393e-05, 0.0001349999875449018)
(25.0, 29.0, 0.00013499998249398083, 1.0000091235222103e-05, 0.00013499992676116993)
(25.0, 3.0, 0.0001349967750211826, 1.0005567926557312e-05, 0.0001349993964709288)
(25.0, 30.0, 0.0001349999969790212, 1.0000122262754255e-05, 0.00013499991108154708)
(25.0, 4.0, 0.00013499875701270705, 1.0004785514842165e-05, 0.00013499652579097697)
(25.0, 5.0, 0.00013499999888176906, 1.0000051761532498e-05, 0.00013499996348912335)
(25.0, 6.0, 0.00013499999276340657, 1.0000066079694216e-05, 0.0001349999415638352)
(25.0, 7.0, 0.00013499999363745968, 1.000007883969903e-05, 0.00013499992795790088)
(25.0, 8.0, 0.00013499933025033374, 1.0010057432138488e-05, 0.00013499516491588016)
(25.0, 9.0, 0.0001349999860757868, 1.0000128277285752e-05, 0.00013499988637503537)
(26.0, 0.0, 0.00013499999070528215, 1.0000035188076434e-05, 0.0001349999744717532)
(26.0, 1.0, 0.00013499945257467732, 1.0001097172541753e-05, 0.00013499987279293142)
(26.0, 10.0, 0.00013499310764075723, 1.0011436613495776e-05, 0.00013499937255421774)
(26.0, 11.0, 0.00013499995883060474, 1.000118513679179e-05, 0.0001349994763180597)
(26.0, 12.0, 0.00013499816424236114, 1.0006388584416518e-05, 0.0001349993999559909)
(26.0, 13.0, 0.0001348634948608186, 1.0295425571294209e-05, 0.00013485321890648855)
(26.0, 14.0, 0.000134999497956893, 1.0002256204020212e-05, 0.00013499886741107116)
(26.0, 15.0, 0.00013486935965612568, 1.0258737026915182e-05, 0.0001348700767066734)
(26.0, 16.0, 0.0001349985498136731, 1.0016883221506718e-05, 0.00013499929673882734)
(26.0, 17.0, 0.00013494356441437813, 1.0061968496167457e-05, 0.00013499810099458243)
(26.0, 18.0, 0.00013499951199569602, 1.0000915583879194e-05, 0.00013499957742335602)
(26.0, 19.0, 0.00013499994718788765, 1.0000331665184919e-05, 0.00013499972433360233)
(26.0, 2.0, 0.0001349999609920609, 1.0000054389628929e-05, 0.00013499998487896052)
(26.0, 20.0, 0.0001349982920970195, 1.0002030569989924e-05, 0.00013499996819362194)
(26.0, 21.0, 0.00013499998667507092, 1.0000054839740314e-05, 0.00013499995873903387)
(26.0, 22.0, 0.00013499999862220168, 1.0000096501912563e-05, 0.0001349999241687259)
(26.0, 23.0, 0.0001349995696746146, 1.000117472380296e-05, 0.00013499926079978974)
(26.0, 24.0, 0.00013499029982452613, 1.0014071355865904e-05, 0.00013499936148003046)
(26.0, 25.0, 0.000134999874009143, 1.0004900219964407e-05, 0.00013499568215330284)
(26.0, 26.0, 0.00013499990321277282, 1.0000110662219355e-05, 0.0001349999868779461)
(26.0, 27.0, 0.00013499985245537749, 1.0000195034322194e-05, 0.000134999953905892)
